Item Fat Content,Item Identifier,Item Type,Outlet Establishment Year,Outlet Identifier,Outlet Location Type,Outlet Size,Outlet Type,Item Visibility,Item Weight,Sales,Rating,Outlet Age,Visibility Efficiency
Low Fat,FDL36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.076193763,21.25,183.161,5,3,24.03884423
Regular,FDG12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.006335942,13.1,190.253,5,3,300.2757917
Regular,FDJ36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.128459481,17.75,108.891,5,3,8.476680674
Regular,FDB49,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.052791124,15.2,227.235,5,3,43.0441678
Regular,FDR12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.055213281,18.2,139.818,5,3,25.32325511
Low Fat,FDY48,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.023734872,18.6,188.99,5,3,79.62545574
Low Fat,FDN24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.11326743,5.46,187.624,5,8,16.56469119
Low Fat,FDO60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.034369528,8.42,227.635,5,8,66.23163402
Low Fat,FDG60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.060699725,14,52.364,5,8,8.626727716
Regular,FDQ48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.034411238,17.2,165.718,5,8,48.15810463
Low Fat,FDA11,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.043326511,11.35,88.9856,5,8,20.53837199
Low Fat,FDV24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.103481775,14,146.379,5,8,14.14538937
Low Fat,FDX24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.013957308,20,128.068,5,8,91.75694912
Low Fat,FDN60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.095696334,20.1,152.237,5,8,15.9083419
Low Fat,FDP24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.083473583,7.35,241.351,5,8,28.91345876
Regular,FDS36,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.047152554,10.1,222.909,5,8,47.27400344
Regular,FDV48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.051908824,5.15,122.139,5,8,23.52952554
Regular,FDL48,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.082731751,6.61,186.49,5,8,22.54152701
Low Fat,FDW24,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.03748996,10.3,84.854,5,8,22.63379315
Low Fat,FDO60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.034363029,10.5,167.184,5,8,48.65228848
Low Fat,FDS60,Baking Goods,2015,OUT045,Tier 2,High,Supermarket Type1,0.032442388,13.5,262.191,5,8,80.81741702
Regular,FDR24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.062839798,7.52,181.395,5,3,28.86626084
Regular,FDZ23,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.067490036,9.395,86.8856,5,3,12.87384111
Regular,FDY60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.044139551,9.8,50.0008,5,3,11.32789049
Regular,FDX12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.043626605,17.75,154.066,5,3,35.31468928
Regular,FDV60,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.196438668,20.2,195.811,5,3,9.968047635
Low Fat,FDU36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.046232445,7.155,35.2874,5,3,7.632605197
Regular,FDY24,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.133382115,7.84,50.835,5,3,3.811230614
Regular,FDW12,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.035542581,9.195,50.8666,5,3,14.31145363
Regular,FDS36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.046848322,10.195,141.584,5,3,30.22178681
Low Fat,FDT36,Baking Goods,2020,OUT017,Tier 2,High,Supermarket Type1,0.111727876,16.1,35.1558,5,3,3.146555834
Low Fat,FDR48,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.062343432,8.77,170.542,5,3,27.3552473
Low Fat,FDE24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.09384335,17.25,61.5194,5,3,6.555541762
Low Fat,FDZ60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.119848041,12.35,197.243,5,3,16.45775754
Low Fat,FDS60,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.032580705,13.65,36.6532,5,3,11.24997142
Regular,FDY24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.134037,18.6,47.1376,5,3,3.516760298
Regular,FDE36,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.041942549,19.35,167.082,5,3,39.83591937
Regular,FDQ36,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.162205516,7.645,44.0112,5,3,2.713298603
Regular,FDS24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.062477955,13.15,89.4856,5,3,14.32274792
Regular,FDL12,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.121043709,19.2,226.606,5,3,18.72100598
Low Fat,FDO24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.176573035,16.75,34.0532,5,3,1.928561742
Regular,FDF24,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.042464962,11.35,197.074,5,3,46.40861329
Low Fat,FDN48,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.064636203,12.15,190.687,5,3,29.50157824
Regular,FDQ48,Baking Goods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.034404732,6.385,34.3874,5,3,9.994962321
Low Fat,FDO36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.07753654,7.27,114.452,5,6,14.76104041
Regular,FDL48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.137697119,9.8,99.4016,5,6,7.21885837
Low Fat,FDC37,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.032924463,14.3,77.2328,5,6,23.45757317
Low Fat,FDL36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.133198355,15.1,159.96,5,6,12.00915732
Regular,FDL12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.212963193,18.85,131.528,5,6,6.17609072
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.102830104,20.35,234.262,5,6,22.78146096
Regular,FDX48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.066336811,4.785,121.01,5,6,18.2417572
Low Fat,FDC48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.015859294,7,108.228,5,6,68.24263426
Regular,FDI60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03832122,7.655,114.149,5,6,29.78741282
Regular,FDY60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.062343432,7.96,163.289,5,6,26.1918529
Regular,FDK60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.062343432,18.85,257.833,5,6,41.35688263
Low Fat,FDY36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009429612,20.7,184.427,5,6,195.5828087
Low Fat,FDH48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060603014,14.3,86.0224,5,6,14.19440954
Low Fat,FDY36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.009463757,20.5,72.9696,5,6,77.10426208
Low Fat,FDZ48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.076389281,8.185,115.881,5,6,15.1697985
Regular,FDW60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017096552,12.6,109.923,5,6,64.2954205
Regular,FDB36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048625599,10.5,157.095,5,6,32.30705703
Regular,FDI60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038398937,5.32,100.667,5,6,26.2160903
Regular,FDP12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045358609,12.35,36.3216,5,6,8.007652968
Regular,FDT12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049902382,14.5,159.46,5,6,31.95438647
Regular,FDP12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045522854,18.85,130.263,5,6,28.61485793
Regular,FDQ48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034605882,9.6,42.6086,5,6,12.31253115
Regular,FDR24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.063207198,15.1,140.25,5,6,22.18892855
Low Fat,FDG24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.014628382,15.2,108.191,5,6,73.95964913
Low Fat,FDQ12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.035404052,18.75,213.322,5,6,60.25355516
Regular,FDB36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048518008,19.1,172.342,5,6,35.52124399
Regular,FDM24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.079312367,16.35,106.128,5,6,13.38101535
Regular,FDQ36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.161516894,8.395,97.9042,5,6,6.061545488
Regular,FDB12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105287746,9.195,181.263,5,6,17.21596357
Regular,FDV60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.117339056,20.35,119.547,5,6,10.18816787
Low Fat,FDZ12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.172365428,21,194.448,5,6,11.28114856
Low Fat,FDO24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.294948897,9.395,226.172,5,6,7.66817582
Low Fat,FDT36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.186250852,15.7,182.463,5,6,9.796626326
Low Fat,FDT48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.045916788,6.715,43.7454,5,6,9.527103682
Low Fat,FDB60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028498354,10.3,170.942,5,6,59.98311341
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.13030659,11.65,171.142,5,6,13.13379469
Regular,FDW60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.017047751,8.71,183.392,5,6,107.5754802
Regular,FDB12,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105220024,15.7,113.72,5,6,10.80782875
Regular,FDX11,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.106663245,19.75,181.566,5,6,17.02235855
Low Fat,FDB60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028638276,15.7,60.2536,5,6,21.03953464
Low Fat,FDW48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008575615,20.2,127.468,5,6,148.6400684
Low Fat,FDK36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.007180374,5.63,106.131,5,6,147.8070641
Low Fat,FDO24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.175362333,9.5,195.445,5,6,11.14520984
Low Fat,FDT36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.110735739,15.7,207.898,5,6,18.77424596
Low Fat,FDV36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.026174636,5.34,102.436,5,6,39.13559677
Regular,FDQ48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.034244601,15.6,173.276,5,6,50.5995091
Regular,FDY60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02624324,11.65,153.002,5,12,58.30149021
Low Fat,FDC37,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.057556998,5.48,83.325,5,12,14.47695378
Low Fat,FDK36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.00721395,10.895,107.228,5,12,148.6397882
Regular,FDV60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.117543713,9.8,177.937,5,12,15.13794277
Low Fat,FDY48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.041556697,16.35,198.243,5,12,47.70422442
Low Fat,FDN60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.095158081,8.01,36.6532,5,12,3.851822106
Regular,FDX36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.128283243,10.3,156.463,5,12,12.19668262
Low Fat,FDH12,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.085434195,14.8,193.579,5,12,22.65825762
Regular,FDM60,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.062343432,8.39,162.887,5,12,26.12737136
Regular,FDM36,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.059063036,17,125.136,5,12,21.18685535
Low Fat,FDN24,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.113908117,14.8,190.885,5,12,16.75780489
Low Fat,FDJ48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.056424146,15.6,125.77,5,12,22.29010254
Low Fat,FDN48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.064938448,17.6,163.455,5,12,25.17075862
Low Fat,FDW48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.008539208,17.6,163.687,5,12,191.6887374
Low Fat,FDX60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.080527065,12.65,159.958,5,12,19.86388055
Regular,FDU24,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.062343432,13.85,142.515,5,12,22.85966547
Regular,FDU12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.075688032,18.7,52.9324,5,12,6.993496673
Regular,FDQ48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.034382602,5.425,87.0514,5,12,25.31844449
Low Fat,FDT48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.046142232,14.5,102.733,5,12,22.26441929
Low Fat,FDF12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.08276363,12.8,138.784,5,12,16.76871834
Regular,FDY12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.14118383,18.5,145.81,5,12,10.32766996
Regular,FDU12,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.076059648,15.5,48.4692,5,12,6.37252489
Low Fat,FDS48,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.027644732,16.85,194.148,5,12,70.22965533
Regular,FDB36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.048292189,18,88.2514,5,12,18.27446671
Low Fat,FDS48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.027779254,5.765,36.7164,5,9,13.21720159
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.143592939,13.15,86.3566,5,9,6.013986523
Low Fat,FDE24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.09344495,8.93,153.434,5,9,16.41972092
Low Fat,FDV24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062343432,10.895,264.557,5,9,42.43542447
Low Fat,FDG60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.060794097,15.25,213.719,5,9,35.15456443
Regular,FDB12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.105471384,18,118.312,5,9,11.21745022
Regular,FDF24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.025409912,10.695,61.2536,5,9,24.10618345
Low Fat,FDT60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.132275338,16.7,109.891,5,9,8.307746679
Low Fat,FDW48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062343432,20.85,104.931,5,9,16.83112345
Regular,FDG12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062343432,18.35,188.187,5,9,30.18553743
Regular,FDV60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.205484395,8.39,163.487,5,9,7.956175942
Low Fat,FDA11,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.043238822,8.51,142.247,5,9,32.89798228
Low Fat,FDO12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.054930533,12.3,188.753,5,9,34.36212789
Regular,FDX12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.026064486,15.7,59.2562,5,9,22.73445945
Low Fat,FDG24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014713909,16.35,97.441,5,9,66.22373429
Low Fat,FDT60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.075975642,6.865,214.522,5,9,28.23562847
Low Fat,FDU48,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.055671582,12.85,170.642,5,9,30.65154498
Regular,FDS36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.046982429,11.8,198.208,5,9,42.18768681
Regular,FDI12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.100602552,15.5,44.477,5,9,4.42106081
Regular,FDX36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.128543405,13.8,89.9172,5,9,6.995084656
Regular,FDH60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062343432,17.35,86.1856,5,9,13.82432716
Regular,FDY60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.026520167,19.6,46.0376,5,9,17.35946836
Low Fat,FDU36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.046262201,20.75,180.332,5,9,38.98041946
Low Fat,FDB60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.028516696,10.3,115.018,5,9,40.33356459
Regular,FDS36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.046878474,12.85,252.338,5,9,53.82811736
Regular,FDM12,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.069903773,14.6,109.825,5,9,15.71088302
Regular,FDZ36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.065729039,14.85,159.558,5,9,24.2751153
Regular,FDL24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.024875871,20.1,225.904,5,9,90.81249859
Regular,FDV60,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.062343432,9.6,187.187,5,9,30.02513561
Low Fat,FDH24,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.021518435,16.7,60.9562,5,9,28.3274318
Regular,FDZ36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.066051758,19.2,226.906,5,9,34.35275712
Regular,FDB49,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030274175,15.1,157.36,5,1,51.97829503
Low Fat,FDX24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.013861607,12.15,163.618,5,1,118.0368193
Regular,FDJ36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.127638966,6.425,132.863,5,1,10.40928207
Regular,FDL12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.121632721,13,77.9986,5,1,6.412632995
Low Fat,FDY59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031452265,15.6,242.985,5,1,77.25516747
Low Fat,FDW36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057021156,19.1,40.3138,5,1,7.069972415
Regular,FDK60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.094010215,10,140.618,5,1,14.95773624
Low Fat,FDN24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.198316649,18.6,244.08,5,1,12.30758997
Low Fat,FDX60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.080594133,18.2,147.373,5,1,18.28582237
Regular,FDI36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,20.5,121.276,5,1,19.4528912
Low Fat,FDT48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046214971,18.25,174.208,5,1,37.69514429
Low Fat,FDO12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.054920146,7.27,100.438,5,1,18.28800674
Low Fat,FDB60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04774013,8.76,127.334,5,1,26.67231949
Low Fat,FDO36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.077849003,10.6,87.0224,5,1,11.17835767
Regular,FDI36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062597392,5.825,160.789,5,1,25.68621389
Regular,FDT24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,8.275,103.331,5,1,16.57448053
Regular,FDG12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,12.3,247.146,5,1,39.64266837
Low Fat,FDK48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,16.35,128.402,5,1,20.59591458
Regular,FDM60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.048339408,20.25,148.042,5,1,30.62553021
Low Fat,FDD36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021306635,12.65,108.294,5,1,50.82642097
Regular,FDZ36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.066155883,18.5,88.9172,5,1,13.44055826
Regular,FDW12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035773394,18.85,58.5562,5,1,16.36864537
Regular,FDP36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091096531,9.06,211.856,5,1,23.25620939
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.174827835,6.865,212.022,5,1,12.12747387
Regular,FDL48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08186804,9.5,253.372,5,1,30.94882936
Low Fat,FDH12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.085085743,10,113.354,5,1,13.32232593
Low Fat,FDO24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.176215665,14.1,200.408,5,1,11.3728822
Regular,FDT24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,15.85,55.8956,5,1,8.965756008
Regular,FDI48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056033565,16,139.95,5,1,24.97610138
Low Fat,FDY59,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.031397503,21.25,177.337,5,1,56.48124311
Low Fat,FDY48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.023730384,7.97,172.042,5,1,72.49861612
Low Fat,FDS12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.291438755,12.65,159.658,5,1,5.478269354
Regular,FDM36,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.058681957,12.8,142.284,5,1,24.24663513
Regular,FDB37,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.022921735,9.695,175.137,5,1,76.40651984
Regular,FDI60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038477325,13,59.322,5,1,15.41739193
Regular,FDF24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.025473816,14.5,41.0454,5,1,16.11278028
Regular,FDW60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016979326,15,182.527,5,1,107.4995556
Regular,FDM24,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.062343432,18.25,110.157,5,1,17.66938336
Regular,FDZ23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.112985849,6.115,91.0488,5,1,8.058425086
Low Fat,FDJ48,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.056434817,9.8,116.749,5,1,20.6874065
Regular,FDA35,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.053837561,20.35,234.496,5,1,43.5562079
Low Fat,FDX23,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029667053,6.785,44.0112,5,1,14.83504277
Low Fat,FDF12,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.08235926,14.85,155.763,5,1,18.91262743
Low Fat,FDP60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.055648052,16.7,146.61,5,1,26.3459357
Regular,FDP36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.062343432,12.6,139.25,5,5,22.33595353
Low Fat,FDT48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.045955031,12.6,56.2246,5,5,12.23469961
Low Fat,FDG24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014631149,12.6,96.7384,5,5,66.11811554
Regular,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082266419,12.6,59.5904,5,5,7.243587447
Low Fat,FDX23,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.029686148,12.6,148.939,5,5,50.17121117
Regular,FDL48,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.082250863,12.6,125.568,5,5,15.26646596
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.035607579,12.6,231.964,5,5,65.14455813
Low Fat,FDA36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.005661669,12.6,124.973,5,5,220.7352638
